Year,Wins,Loss,Home Wins,Home Loss,Away Wins,Away Loss,HomePCT,AwayPCT,TotalPCT
1994,57,25,39,2,18,23,0.951219512,0.43902439,0.695121951
1995,60,22,37,4,23,18,0.902439024,0.56097561,0.731707317
1996,45,37,26,15,19,22,0.634146341,0.463414634,0.548780488
1997,41,41,24,17,17,24,0.585365854,0.414634146,0.5
1998,33,17,21,4,12,13,0.84,0.48,0.66
1999,41,41,26,15,15,26,0.634146341,0.365853659,0.5
2000,43,39,26,15,17,24,0.634146341,0.414634146,0.524390244
2001,44,38,27,14,17,24,0.658536585,0.414634146,0.536585366
2002,42,40,26,15,16,25,0.634146341,0.390243902,0.512195122
2003,21,61,11,30,10,31,0.268292683,0.243902439,0.256097561
2004,36,46,24,17,12,29,0.585365854,0.292682927,0.43902439
2005,36,46,26,15,10,31,0.634146341,0.243902439,0.43902439
2006,40,42,25,16,15,26,0.609756098,0.365853659,0.487804878
2007,52,30,25,16,27,14,0.609756098,0.658536585,0.634146341
2008,59,23,32,9,27,14,0.780487805,0.658536585,0.719512195
2009,59,23,34,7,25,16,0.829268293,0.609756098,0.719512195
2010,52,30,29,12,23,18,0.707317073,0.56097561,0.634146341
1963,34,46,18,12,12,22,0.6,0.352941176,0.425
1964,40,40,13,12,9,21,0.52,0.3,0.5
1965,55,25,22,3,20,17,0.88,0.540540541,0.6875
1966,68,13,28,2,26,8,0.933333333,0.764705882,0.839506173
1967,62,20,27,8,25,12,0.771428571,0.675675676,0.756097561
1968,55,27,26,8,24,16,0.764705882,0.6,0.670731707
1969,42,40,22,16,16,22,0.578947368,0.421052632,0.512195122
1970,47,35,24,15,21,18,0.615384615,0.538461538,0.573170732
1971,30,52,14,23,14,26,0.378378378,0.35,0.365853659
1972,9,73,2,26,5,36,0.071428571,0.12195122,0.109756098
1973,25,57,14,23,9,30,0.378378378,0.230769231,0.304878049
1974,34,48,20,21,14,27,0.487804878,0.341463415,0.414634146
1975,46,36,34,7,12,29,0.829268293,0.292682927,0.56097561
1976,50,32,32,9,18,23,0.780487805,0.43902439,0.609756098
1977,55,27,37,4,18,23,0.902439024,0.43902439,0.670731707
1978,47,35,31,10,16,25,0.756097561,0.390243902,0.573170732
1979,59,23,36,5,23,18,0.87804878,0.56097561,0.719512195
1980,62,20,37,4,25,16,0.902439024,0.609756098,0.756097561
1981,58,24,32,9,26,15,0.780487805,0.634146341,0.707317073
1982,65,17,35,6,30,11,0.853658537,0.731707317,0.792682927
1983,52,30,32,9,20,21,0.780487805,0.487804878,0.634146341
1984,58,24,34,7,24,17,0.829268293,0.585365854,0.707317073
1985,54,28,31,10,23,18,0.756097561,0.56097561,0.658536585
1986,45,37,28,13,17,24,0.682926829,0.414634146,0.548780488
1987,36,46,27,14,9,32,0.658536585,0.219512195,0.43902439
1988,46,36,30,11,16,25,0.731707317,0.390243902,0.56097561
1989,53,29,34,7,19,22,0.829268293,0.463414634,0.646341463
1990,44,38,29,12,15,26,0.707317073,0.365853659,0.536585366
1991,35,47,23,18,12,29,0.56097561,0.292682927,0.426829268
1992,26,56,15,26,11,30,0.365853659,0.268292683,0.317073171
1993,25,57,15,26,10,31,0.365853659,0.243902439,0.304878049
1994,24,58,14,27,10,31,0.341463415,0.243902439,0.292682927
1995,18,64,11,30,7,34,0.268292683,0.170731707,0.219512195
1996,22,60,11,30,11,30,0.268292683,0.268292683,0.268292683
1997,31,51,19,22,12,29,0.463414634,0.292682927,0.37804878
1998,28,22,17,8,11,14,0.68,0.44,0.56
1999,49,33,29,12,20,21,0.707317073,0.487804878,0.597560976
2000,56,26,29,12,27,14,0.707317073,0.658536585,0.682926829
2001,43,39,22,19,21,20,0.536585366,0.512195122,0.524390244
2002,48,34,25,16,23,18,0.609756098,0.56097561,0.585365854
2003,33,49,21,20,12,29,0.512195122,0.292682927,0.402439024
2004,43,39,25,16,18,23,0.609756098,0.43902439,0.524390244
2005,38,44,23,18,15,26,0.56097561,0.365853659,0.463414634
2006,35,47,21,20,14,27,0.512195122,0.341463415,0.426829268
2007,40,42,22,19,18,23,0.536585366,0.43902439,0.487804878
2008,41,41,24,17,17,24,0.585365854,0.414634146,0.5
2009,27,55,12,29,15,26,0.292682927,0.365853659,0.329268293
2010,41,41,26,15,15,26,0.634146341,0.365853659,0.5
1950,40,26,29,3,10,22,0.90625,0.3125,0.606060606
1951,33,33,24,7,6,25,0.774193548,0.193548387,0.5
1952,12,57,4,13,1,28,0.235294118,0.034482759,0.173913043
1953,29,43,10,9,6,16,0.526315789,0.272727273,0.402777778
1954,33,39,16,5,4,19,0.761904762,0.173913043,0.458333333
1955,45,27,21,7,11,17,0.75,0.392857143,0.625
1956,37,35,26,5,5,26,0.838709677,0.161290323,0.513888889
1957,37,35,16,12,12,19,0.571428571,0.387096774,0.513888889
1958,32,40,17,9,7,24,0.653846154,0.225806452,0.444444444
1959,49,26,22,6,12,19,0.785714286,0.387096774,0.653333333
1960,46,33,23,6,12,21,0.793103448,0.363636364,0.582278481
1961,49,31,18,11,18,19,0.620689655,0.486486486,0.6125
1968,16,66,11,26,4,28,0.297297297,0.125,0.195121951
1969,39,43,22,15,12,25,0.594594595,0.324324324,0.475609756
1970,48,34,27,14,19,20,0.658536585,0.487179487,0.585365854
1971,49,33,30,11,19,20,0.731707317,0.487179487,0.597560976
1972,38,44,22,19,15,25,0.536585366,0.375,0.463414634
1973,30,52,24,17,6,34,0.585365854,0.15,0.365853659
1974,32,50,22,19,10,31,0.536585366,0.243902439,0.390243902
1975,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
1976,34,48,26,15,8,33,0.634146341,0.195121951,0.414634146
1977,49,33,34,7,15,26,0.829268293,0.365853659,0.597560976
1978,50,32,32,9,18,23,0.780487805,0.43902439,0.609756098
1979,55,27,36,5,19,22,0.87804878,0.463414634,0.670731707
1980,57,25,36,5,21,20,0.87804878,0.512195122,0.695121951
1981,46,36,31,10,15,26,0.756097561,0.365853659,0.56097561
1982,53,29,32,9,21,20,0.780487805,0.512195122,0.646341463
1983,41,41,31,10,10,31,0.756097561,0.243902439,0.5
1984,36,46,26,15,10,31,0.634146341,0.243902439,0.43902439
1985,32,50,23,18,9,32,0.56097561,0.219512195,0.390243902
1986,36,46,26,15,10,31,0.634146341,0.243902439,0.43902439
1987,28,54,22,19,6,35,0.536585366,0.146341463,0.341463415
1988,55,27,35,6,20,21,0.853658537,0.487804878,0.670731707
1989,54,28,32,9,22,19,0.780487805,0.536585366,0.658536585
1990,55,27,32,9,23,18,0.780487805,0.56097561,0.670731707
1991,53,29,36,5,17,24,0.87804878,0.414634146,0.646341463
1992,62,20,35,6,27,14,0.853658537,0.658536585,0.756097561
1993,56,26,36,5,20,21,0.87804878,0.487804878,0.682926829
1994,59,23,32,9,27,14,0.780487805,0.658536585,0.719512195
1995,41,41,25,16,16,25,0.609756098,0.390243902,0.5
1996,40,42,25,16,15,26,0.609756098,0.365853659,0.487804878
1997,56,26,30,11,26,15,0.731707317,0.634146341,0.682926829
1998,27,23,15,10,12,13,0.6,0.48,0.54
1999,53,29,32,9,21,20,0.780487805,0.512195122,0.646341463
2000,51,31,31,10,20,21,0.756097561,0.487804878,0.62195122
2001,36,46,23,18,13,28,0.56097561,0.317073171,0.43902439
2002,44,38,30,11,14,27,0.731707317,0.341463415,0.536585366
2003,29,53,18,23,11,30,0.43902439,0.268292683,0.353658537
2004,62,20,31,10,31,10,0.756097561,0.756097561,0.756097561
2005,54,28,31,10,23,18,0.756097561,0.56097561,0.658536585
2006,61,21,33,8,28,13,0.804878049,0.682926829,0.743902439
2007,55,27,30,11,25,16,0.731707317,0.609756098,0.670731707
2008,46,36,28,13,18,23,0.682926829,0.43902439,0.56097561
2009,54,28,32,9,22,19,0.780487805,0.536585366,0.658536585
2010,40,42,23,18,17,24,0.56097561,0.414634146,0.487804878
1970,29,53,18,21,9,26,0.461538462,0.257142857,0.353658537
1971,18,64,14,26,4,35,0.35,0.102564103,0.219512195
1972,21,61,13,28,8,32,0.317073171,0.2,0.256097561
1973,27,55,22,19,5,34,0.536585366,0.128205128,0.329268293
1974,38,44,28,13,10,31,0.682926829,0.243902439,0.463414634
1975,37,45,26,15,11,30,0.634146341,0.268292683,0.451219512
1976,49,33,35,6,14,27,0.853658537,0.341463415,0.597560976
1977,58,24,36,5,22,19,0.87804878,0.536585366,0.707317073
1978,45,37,33,8,12,29,0.804878049,0.292682927,0.548780488
1979,38,44,26,15,12,29,0.634146341,0.292682927,0.463414634
1980,45,37,30,11,15,26,0.731707317,0.365853659,0.548780488
1981,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
1982,46,36,31,10,15,26,0.756097561,0.365853659,0.56097561
1983,48,34,33,8,15,26,0.804878049,0.365853659,0.585365854
1984,42,40,30,11,12,29,0.731707317,0.292682927,0.512195122
1985,40,42,27,14,13,28,0.658536585,0.317073171,0.487804878
1986,49,33,34,7,15,26,0.829268293,0.365853659,0.597560976
1987,53,29,33,8,20,21,0.804878049,0.487804878,0.646341463
1988,39,43,28,13,11,30,0.682926829,0.268292683,0.475609756
1989,59,23,35,6,24,17,0.853658537,0.585365854,0.719512195
1990,63,19,36,5,27,14,0.87804878,0.658536585,0.768292683
1991,57,25,33,8,24,17,0.804878049,0.585365854,0.695121951
1992,51,31,30,11,21,20,0.731707317,0.512195122,0.62195122
1993,47,35,30,11,17,24,0.731707317,0.414634146,0.573170732
1994,44,38,26,15,18,23,0.634146341,0.43902439,0.536585366
1995,44,38,26,15,18,23,0.634146341,0.43902439,0.536585366
1996,49,33,29,12,20,21,0.707317073,0.487804878,0.597560976
1997,46,36,26,15,20,21,0.634146341,0.487804878,0.56097561
1998,35,15,22,3,13,12,0.88,0.52,0.7
1999,59,23,30,11,29,12,0.731707317,0.707317073,0.719512195
2000,50,32,28,13,22,19,0.682926829,0.536585366,0.609756098
2001,49,33,30,11,19,22,0.731707317,0.463414634,0.597560976
2002,50,32,27,14,23,18,0.658536585,0.56097561,0.609756098
2003,41,41,25,16,16,25,0.609756098,0.390243902,0.5
2004,27,55,18,23,9,32,0.43902439,0.219512195,0.329268293
2005,21,61,15,26,6,35,0.365853659,0.146341463,0.256097561
2006,32,50,18,23,14,27,0.43902439,0.341463415,0.390243902
2007,41,41,28,13,13,28,0.682926829,0.317073171,0.5
2008,54,28,34,7,20,21,0.829268293,0.487804878,0.658536585
2009,50,32,26,15,24,17,0.634146341,0.585365854,0.609756098
2010,48,34,30,11,18,23,0.731707317,0.43902439,0.585365854
1950,41,27,29,5,12,22,0.852941176,0.352941176,0.602941176
1951,41,25,28,5,12,18,0.848484848,0.4,0.621212121
1952,44,26,24,8,13,16,0.75,0.448275862,0.628571429
1953,44,28,18,10,12,15,0.642857143,0.444444444,0.611111111
1954,29,43,17,11,4,19,0.607142857,0.173913043,0.402777778
1955,31,41,15,14,7,21,0.517241379,0.25,0.430555556
1956,31,41,19,12,9,22,0.612903226,0.290322581,0.430555556
1985,37,45,25,16,12,29,0.609756098,0.292682927,0.451219512
1986,29,53,20,21,9,32,0.487804878,0.219512195,0.353658537
1987,24,58,19,22,5,36,0.463414634,0.12195122,0.292682927
1988,27,55,21,20,6,35,0.512195122,0.146341463,0.329268293
1989,23,59,16,25,7,34,0.390243902,0.170731707,0.280487805
1990,25,57,24,17,1,40,0.585365854,0.024390244,0.304878049
1991,29,53,21,20,8,33,0.512195122,0.195121951,0.353658537
1992,25,57,16,25,9,32,0.390243902,0.219512195,0.304878049
1993,28,54,20,21,8,33,0.487804878,0.195121951,0.341463415
1994,39,43,27,14,12,29,0.658536585,0.292682927,0.475609756
1995,39,43,26,15,13,28,0.634146341,0.317073171,0.475609756
1996,34,48,22,19,12,29,0.536585366,0.292682927,0.414634146
1997,27,55,21,20,6,35,0.512195122,0.146341463,0.329268293
1998,27,23,16,9,11,14,0.64,0.44,0.54
1999,44,38,30,11,14,27,0.731707317,0.341463415,0.536585366
2000,55,27,33,8,22,19,0.804878049,0.536585366,0.670731707
2001,61,21,36,5,25,16,0.87804878,0.609756098,0.743902439
2002,59,23,35,6,24,17,0.853658537,0.585365854,0.719512195
2003,55,27,34,7,21,20,0.829268293,0.512195122,0.670731707
2004,50,32,30,11,20,21,0.731707317,0.487804878,0.609756098
2005,44,38,27,14,17,24,0.658536585,0.414634146,0.536585366
2006,33,49,20,21,13,28,0.487804878,0.317073171,0.402439024
2007,38,44,26,15,12,29,0.634146341,0.292682927,0.463414634
2008,17,65,11,30,6,35,0.268292683,0.146341463,0.207317073
2009,25,57,18,23,7,34,0.43902439,0.170731707,0.304878049
2010,24,58,11,30,13,28,0.268292683,0.317073171,0.292682927
1976,44,38,31,10,13,28,0.756097561,0.317073171,0.536585366
1977,52,30,32,9,20,21,0.780487805,0.487804878,0.634146341
1978,48,34,29,12,19,22,0.707317073,0.463414634,0.585365854
1979,41,41,27,14,14,27,0.658536585,0.341463415,0.5
1980,52,30,34,7,18,23,0.829268293,0.43902439,0.634146341
1981,48,34,29,12,19,22,0.707317073,0.463414634,0.585365854
1982,53,29,31,10,22,19,0.756097561,0.536585366,0.646341463
1983,37,45,28,13,9,32,0.682926829,0.219512195,0.451219512
1984,41,41,30,11,11,30,0.731707317,0.268292683,0.5
1985,35,47,21,20,14,27,0.512195122,0.341463415,0.426829268
1986,28,54,21,20,7,34,0.512195122,0.170731707,0.341463415
1987,31,51,23,18,8,33,0.56097561,0.195121951,0.37804878
1988,21,61,18,23,3,38,0.43902439,0.073170732,0.256097561
1989,56,26,34,7,22,19,0.829268293,0.536585366,0.682926829
1990,55,27,33,8,22,19,0.804878049,0.536585366,0.670731707
1991,47,35,31,10,16,25,0.756097561,0.390243902,0.573170732
1992,49,33,31,10,18,23,0.756097561,0.43902439,0.597560976
1993,55,27,32,9,23,18,0.780487805,0.56097561,0.670731707
1994,62,20,33,8,29,12,0.804878049,0.707317073,0.756097561
1995,59,23,33,8,26,15,0.804878049,0.634146341,0.719512195
1996,20,62,12,29,8,33,0.292682927,0.195121951,0.243902439
1997,56,26,31,10,25,16,0.756097561,0.609756098,0.682926829
1998,37,13,21,4,16,9,0.84,0.64,0.74
1999,53,29,31,10,22,19,0.756097561,0.536585366,0.646341463
2000,58,24,33,8,25,16,0.804878049,0.609756098,0.707317073
2001,58,24,32,9,26,15,0.780487805,0.634146341,0.707317073
2002,60,22,33,8,27,14,0.804878049,0.658536585,0.731707317
2003,57,25,33,8,24,17,0.804878049,0.585365854,0.695121951
2004,59,23,38,3,21,20,0.926829268,0.512195122,0.719512195
2005,63,19,34,7,29,12,0.829268293,0.707317073,0.768292683
2006,58,24,31,10,27,14,0.756097561,0.658536585,0.707317073
2007,56,26,34,7,22,19,0.829268293,0.536585366,0.682926829
2008,54,28,28,13,26,15,0.682926829,0.634146341,0.658536585
2009,50,32,29,12,21,20,0.707317073,0.512195122,0.609756098
2010,61,21,36,5,25,16,0.87804878,0.609756098,0.743902439
1978,43,39,29,12,14,27,0.707317073,0.341463415,0.524390244
1979,35,47,24,17,11,30,0.585365854,0.268292683,0.426829268
1980,36,46,22,19,14,27,0.536585366,0.341463415,0.43902439
1981,17,65,11,30,6,35,0.268292683,0.146341463,0.207317073
1982,25,57,18,23,7,34,0.43902439,0.170731707,0.304878049
1983,30,52,25,16,5,36,0.609756098,0.12195122,0.365853659
1967,15,67,8,33,4,26,0.195121951,0.133333333,0.182926829
1968,37,45,25,16,8,25,0.609756098,0.242424242,0.451219512
1969,27,55,21,17,4,33,0.552631579,0.108108108,0.329268293
1970,40,42,24,15,15,26,0.615384615,0.365853659,0.487804878
1962,31,49,13,20,11,25,0.393939394,0.305555556,0.3875
1963,48,32,25,14,21,15,0.641025641,0.583333333,0.6
1964,17,63,10,26,5,31,0.277777778,0.138888889,0.2125
1965,35,45,12,14,8,19,0.461538462,0.296296296,0.4375
1966,44,37,18,10,11,19,0.642857143,0.366666667,0.543209877
1967,43,39,27,14,16,23,0.658536585,0.41025641,0.524390244
1968,41,41,22,19,18,21,0.536585366,0.461538462,0.5
1969,30,52,16,20,14,26,0.444444444,0.35,0.365853659
1970,41,41,20,18,19,21,0.526315789,0.475,0.5
1967,23,59,9,19,7,24,0.321428571,0.225806452,0.280487805
1968,30,52,18,18,6,29,0.5,0.171428571,0.365853659
1969,36,46,22,14,10,26,0.611111111,0.277777778,0.43902439
1970,38,44,27,13,11,30,0.675,0.268292683,0.463414634
1971,47,35,28,12,18,22,0.7,0.45,0.573170732
1972,26,56,16,25,10,29,0.390243902,0.256410256,0.317073171
1973,36,46,22,19,14,27,0.536585366,0.341463415,0.43902439
1974,43,39,24,17,19,22,0.585365854,0.463414634,0.524390244
1975,43,39,31,10,12,29,0.756097561,0.292682927,0.524390244
1976,40,42,27,14,13,28,0.658536585,0.317073171,0.487804878
1977,47,35,31,10,16,25,0.756097561,0.390243902,0.573170732
1978,52,30,31,10,21,20,0.756097561,0.512195122,0.634146341
1979,56,26,33,8,23,18,0.804878049,0.56097561,0.682926829
1980,34,48,22,19,12,29,0.536585366,0.292682927,0.414634146
1981,52,30,31,10,21,20,0.756097561,0.512195122,0.634146341
1982,48,34,29,12,19,22,0.707317073,0.463414634,0.585365854
1983,42,40,32,9,10,31,0.780487805,0.243902439,0.512195122
1984,31,51,20,21,11,30,0.487804878,0.268292683,0.37804878
1985,31,51,24,17,7,34,0.585365854,0.170731707,0.37804878
1986,39,43,25,16,14,27,0.609756098,0.341463415,0.475609756
1987,44,38,32,9,12,29,0.780487805,0.292682927,0.536585366
1988,47,35,31,10,16,25,0.756097561,0.390243902,0.573170732
1989,41,41,30,11,11,30,0.731707317,0.268292683,0.5
1990,41,41,28,13,13,28,0.682926829,0.317073171,0.5
1991,47,35,28,13,19,22,0.682926829,0.463414634,0.573170732
1992,55,27,33,8,22,19,0.804878049,0.536585366,0.670731707
1993,63,19,37,4,26,15,0.902439024,0.634146341,0.768292683
1994,57,25,32,9,25,16,0.780487805,0.609756098,0.695121951
1995,64,18,38,3,26,15,0.926829268,0.634146341,0.780487805
1996,57,25,31,10,26,15,0.756097561,0.634146341,0.695121951
1997,61,21,35,6,26,15,0.853658537,0.634146341,0.743902439
1998,25,25,17,8,8,17,0.68,0.32,0.5
1999,45,37,24,17,21,20,0.585365854,0.512195122,0.548780488
2000,44,38,26,15,18,23,0.634146341,0.43902439,0.536585366
2001,45,37,26,15,19,22,0.634146341,0.463414634,0.548780488
2002,40,42,25,16,15,26,0.609756098,0.365853659,0.487804878
2003,37,45,21,20,16,25,0.512195122,0.390243902,0.451219512
2004,52,30,26,15,26,15,0.634146341,0.634146341,0.634146341
2005,35,47,22,19,13,28,0.536585366,0.317073171,0.426829268
2006,31,51,20,21,11,30,0.487804878,0.268292683,0.37804878
2007,20,62,13,28,7,34,0.317073171,0.170731707,0.243902439
1955,33,39,16,10,10,17,0.615384615,0.37037037,0.458333333
1956,34,38,18,13,11,20,0.580645161,0.35483871,0.472222222
1957,41,31,23,8,9,19,0.741935484,0.321428571,0.569444444
1958,49,23,28,3,14,15,0.903225806,0.482758621,0.680555556
1959,46,29,28,5,12,20,0.848484848,0.375,0.613333333
1960,51,28,29,5,15,20,0.852941176,0.428571429,0.64556962
1961,29,51,19,16,7,27,0.542857143,0.205882353,0.3625
1962,48,32,30,7,13,18,0.810810811,0.419354839,0.6
1963,46,34,27,12,17,19,0.692307692,0.472222222,0.575
1964,45,35,26,14,15,17,0.65,0.46875,0.5625
1965,36,44,22,10,6,22,0.6875,0.214285714,0.45
1966,39,42,18,11,12,21,0.620689655,0.363636364,0.481481481
1967,56,26,25,7,22,13,0.78125,0.628571429,0.682926829
1950,32,34,24,9,8,25,0.727272727,0.242424242,0.484848485
1951,40,26,26,7,12,18,0.787878788,0.4,0.606060606
1952,47,24,32,2,10,19,0.941176471,0.344827586,0.661971831
1953,42,30,27,5,10,19,0.84375,0.344827586,0.583333333
1954,43,29,25,7,10,16,0.78125,0.384615385,0.597222222
1955,35,37,23,8,9,19,0.741935484,0.321428571,0.486111111
1956,38,34,22,9,12,19,0.709677419,0.387096774,0.527777778
1957,41,31,26,5,9,21,0.838709677,0.3,0.569444444
1958,35,37,19,12,12,17,0.612903226,0.413793103,0.486111111
1959,45,30,26,4,11,19,0.866666667,0.366666667,0.6
1960,38,41,19,9,8,21,0.678571429,0.275862069,0.481012658
1961,41,39,18,10,11,19,0.642857143,0.366666667,0.5125
1962,48,32,23,5,13,19,0.821428571,0.40625,0.6
1995,21,61,15,26,6,35,0.365853659,0.146341463,0.256097561
1996,30,52,18,23,12,29,0.43902439,0.292682927,0.365853659
1997,16,66,9,32,7,34,0.219512195,0.170731707,0.195121951
1998,23,27,14,11,9,16,0.56,0.36,0.46
1999,45,37,26,15,19,22,0.634146341,0.463414634,0.548780488
2000,47,35,27,14,20,21,0.658536585,0.487804878,0.573170732
2001,42,40,24,17,18,23,0.585365854,0.43902439,0.512195122
2002,24,58,15,26,9,32,0.365853659,0.219512195,0.292682927
2003,33,49,18,23,15,26,0.43902439,0.365853659,0.402439024
2004,33,49,22,19,11,30,0.536585366,0.268292683,0.402439024
2005,27,55,15,26,12,29,0.365853659,0.292682927,0.329268293
2006,47,35,30,11,17,24,0.731707317,0.414634146,0.573170732
2007,41,41,25,16,16,25,0.609756098,0.390243902,0.5
2008,33,49,18,23,15,26,0.43902439,0.365853659,0.402439024
2009,40,42,25,16,15,26,0.609756098,0.365853659,0.487804878
2010,22,60,16,25,6,35,0.390243902,0.146341463,0.268292683
1950,25,43,22,13,2,28,0.628571429,0.066666667,0.367647059
1979,24,58,17,24,7,34,0.414634146,0.170731707,0.292682927
1980,28,54,20,21,8,33,0.487804878,0.195121951,0.341463415
1981,25,57,18,23,7,34,0.43902439,0.170731707,0.304878049
1982,30,52,21,20,9,32,0.512195122,0.219512195,0.365853659
1983,45,37,31,10,14,27,0.756097561,0.341463415,0.548780488
1984,41,41,26,15,15,26,0.634146341,0.365853659,0.5
1985,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
1986,44,38,31,10,13,28,0.756097561,0.317073171,0.536585366
1987,47,35,33,8,14,27,0.804878049,0.341463415,0.573170732
1988,51,31,34,7,17,24,0.829268293,0.414634146,0.62195122
1989,55,27,36,5,19,22,0.87804878,0.463414634,0.670731707
1990,54,28,36,5,18,23,0.87804878,0.43902439,0.658536585
1991,55,27,37,4,18,23,0.902439024,0.43902439,0.670731707
1992,47,35,28,13,19,22,0.682926829,0.463414634,0.573170732
1993,53,29,33,8,20,21,0.804878049,0.487804878,0.646341463
1994,60,22,33,8,27,14,0.804878049,0.658536585,0.731707317
1995,55,27,34,7,21,20,0.829268293,0.512195122,0.670731707
1996,64,18,38,3,26,15,0.926829268,0.634146341,0.780487805
1997,62,20,36,5,26,15,0.87804878,0.634146341,0.756097561
1998,37,13,22,3,15,10,0.88,0.6,0.74
1999,55,27,31,10,24,17,0.756097561,0.585365854,0.670731707
2000,53,29,28,13,25,16,0.682926829,0.609756098,0.646341463
2001,44,38,25,16,19,22,0.609756098,0.463414634,0.536585366
2002,47,35,29,12,18,23,0.707317073,0.43902439,0.573170732
2003,42,40,28,13,14,27,0.682926829,0.341463415,0.512195122
2004,26,56,18,23,8,33,0.43902439,0.195121951,0.317073171
2005,41,41,22,19,19,22,0.536585366,0.463414634,0.5
2006,51,31,31,10,20,21,0.756097561,0.487804878,0.62195122
2007,54,28,37,4,17,24,0.902439024,0.414634146,0.658536585
2008,48,34,33,8,15,26,0.804878049,0.365853659,0.585365854
2009,53,29,32,9,21,20,0.780487805,0.512195122,0.646341463
2010,39,43,21,20,18,23,0.512195122,0.43902439,0.475609756
1995,15,67,10,31,5,36,0.243902439,0.12195122,0.182926829
1996,14,68,8,33,6,35,0.195121951,0.146341463,0.170731707
1997,19,63,14,27,5,36,0.341463415,0.12195122,0.231707317
1998,8,42,7,18,1,24,0.28,0.04,0.16
1999,22,60,12,29,10,31,0.292682927,0.243902439,0.268292683
2000,23,59,15,26,8,33,0.365853659,0.195121951,0.280487805
1974,60,22,36,5,24,17,0.87804878,0.585365854,0.731707317
1975,48,34,31,10,17,24,0.756097561,0.414634146,0.585365854
1976,48,34,32,9,16,25,0.780487805,0.390243902,0.585365854
1977,44,38,29,12,15,26,0.707317073,0.365853659,0.536585366
1978,54,28,31,10,23,18,0.756097561,0.56097561,0.658536585
1979,39,43,24,17,15,26,0.585365854,0.365853659,0.475609756
1980,39,43,26,15,13,28,0.634146341,0.317073171,0.475609756
1981,43,39,22,19,21,20,0.536585366,0.512195122,0.524390244
1982,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
1983,35,47,25,16,10,31,0.609756098,0.243902439,0.426829268
1984,40,42,28,13,12,29,0.682926829,0.292682927,0.487804878
1985,39,43,26,15,13,28,0.634146341,0.317073171,0.475609756
1986,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
1987,38,44,25,16,13,28,0.609756098,0.317073171,0.463414634
1988,40,42,30,11,10,31,0.731707317,0.243902439,0.487804878
1989,31,51,20,21,11,30,0.487804878,0.268292683,0.37804878
1990,30,52,21,20,9,32,0.512195122,0.219512195,0.365853659
1991,25,57,14,27,11,30,0.341463415,0.268292683,0.304878049
1992,22,60,15,26,7,34,0.365853659,0.170731707,0.268292683
1993,24,58,17,24,7,34,0.414634146,0.170731707,0.292682927
1994,21,61,13,28,8,33,0.317073171,0.195121951,0.256097561
1995,39,43,25,16,14,27,0.609756098,0.341463415,0.475609756
1996,44,38,25,16,19,22,0.609756098,0.463414634,0.536585366
1950,10,25,6,11,4,13,0.352941176,0.235294118,0.285714286
1997,42,40,24,17,18,23,0.585365854,0.43902439,0.512195122
1998,18,32,13,12,5,20,0.52,0.2,0.36
1999,29,53,17,24,12,29,0.414634146,0.292682927,0.353658537
2000,19,63,12,29,7,34,0.292682927,0.170731707,0.231707317
2001,37,45,22,19,15,26,0.536585366,0.365853659,0.451219512
2002,37,45,23,18,14,27,0.56097561,0.341463415,0.451219512
2003,25,57,17,24,8,33,0.414634146,0.195121951,0.304878049
2004,45,37,29,12,16,25,0.707317073,0.390243902,0.548780488
2005,42,40,27,14,15,26,0.658536585,0.365853659,0.512195122
2006,41,41,26,15,15,26,0.634146341,0.365853659,0.5
2007,43,39,25,16,18,23,0.609756098,0.43902439,0.524390244
2008,19,63,13,28,6,35,0.317073171,0.146341463,0.231707317
2009,26,56,15,26,11,30,0.365853659,0.268292683,0.317073171
2010,23,59,20,21,3,38,0.487804878,0.073170732,0.280487805
